Номер БС,Адрес,Операторы 800 МГц,Операторы 1800 МГц,Операторы 2600 МГц,Широта,Долгота
702366,"г. Дзержинск, ул. Чкалова, 30",,"M, V, L","M, L",53.674725,27.12459444
702367,"г. Дзержинск, ул. Октябрьская, 72",,"M, V, L","M, L",53.692222222222,27.12402778
702368,"г. Дзержинск, пл. Дзержинского, 1",,"M, V, L","M, L",53.685611111111,27.13194444
702369,"г. Столбцы, ул. Ленинская, 85",,"M, V, L","M, L",53.487333333333,26.74513889
702375,"г. Логойск, ул. Советская, 1",,"M, V, L",,54.203611111111,27.85355556
702383,"д. Боровляны, ул. 40 лет Победы, д.13",,"M, V, L","M, L",53.994083333333,27.67325
702384,"г. Смолевичи, ул. Комсомольская",,"M, V, L","M, L",54.039247222222,28.08609722
702395,"г. Мядель, ул. Юбилейная, 19",,"M, V, L",,54.869027777778,26.93397222
702402,"г. Марьина Горка, ул. Чапаева, 3",,"M, V, L","M, L",53.514747222222,28.13198056
702417,"г. Слуцк, пер. 4-й Новый, 1",,"M, V, L","M, L",53.009447222222,27.52504722
702418,"г. Солигорск, ул. Богомолова, 22А",,"M, V, L",M,52.787252777778,27.50625278
702420,"г. Слуцк, ул. Копыльская, 57",,"M, V, L",M,53.029833333333,27.53713889
702421,"г. Слуцк, ул. Гагарина, 3",,"M, V, L",M,53.038086111111,27.59038611
702423,"г. Слуцк, ул. Ленина, 207",,"M, V, L","M, L",53.032897222222,27.55909722
702424,"г. Солигорск, ул. Любанское шоссе, 5-км",,"M, V, L",M,52.811583333333,27.56447222
702425,"г. Солигорск, ул. Коржа, 1",,"M, V, L",M,52.778038888889,27.53460556
702427,"г. Солигорск, ул. Наруцкого, 2",,"M, V, L","M, L",52.791858333333,27.52611667
702429,"г. Солигорск, ул. Максима Горького, 13",,"M, V, L",M,52.789833333333,27.54816667
702431,"г. Солигорск, ул. Ленина, 12",,"M, V, L",M,52.786386111111,27.53370556
702432,"г. Солигорск, ул. Козлова, 51",,"M, V, L",M,52.783347222222,27.54755833
702433,"г. Солигорск, ул. Ленина, 57",,"M, V, L",,52.778916618408,27.547444444
702434,"г. Солигорск, ул. Строителей, 32а",,"M, V, L",M,52.793972222222,27.53611111
702442,"г. Марьина Горка, ул. Новая Заря, 15а",,"M, V, L",,53.502290195,28.170433
702443,"г. Клецк, ул. Кирова, 1",,"M, V, L",M,53.070277777778,26.65388889
702446,"г. Вилейка, ул. Л. Толстого, 47",,"M, V, L",,54.480333333333,26.89663889
702502,"г. Борисов, ул. Демина, 11",,"M, V, L",,54.19195,28.50219444
702503,"г. Борисов, ул. III Интернационала, 79",,"M, V, L","M, L",54.247555555556,28.50580556
702506,"г. Смолевичи, ул. 50 лет Октября, 11",,"M, V, L","M, L",54.026583333333,28.097
702507,"г. Жодино, пр-т Ленина, 22",,"M, V, L","M, L",54.097583333333,28.30572222
702509,"г. Жодино, ул. Советская, 6",,"M, V, L",,54.105944372568,28.356694542018
702510,"г. Борисов, ул. Максима Горького, 135",,"M, V, L","M, L",54.217916666667,28.49311111
702622,"г. Червень, ул. Горбачева, 15",,"M, V, L",M,53.709527777778,28.43255556
702748,"г. Столбцы, ул. Гайдука, 20",,"M, V, L",M,53.484194444444,26.73486111
702760,"г. Несвиж, ул. Гейсика, 1",,"M, V, L",M,53.222922222222,26.68193056
702766,"г. Дзержинск, ул. 1-я Ленинская, 43(47)",,"M, V, L","M, L",53.687833333333,27.14683333
702880,"г. Вилейка, ул. Волынца, 7",,"M, V, L",,54.505,26.92222222
702881,"г. Молодечно, ул. Скорыны, 19",,"M, V, L","M, L",54.298475,26.84888611
702884,"г. Молодечно, ул. Великий гостинец, 40",,"M, V, L","M, L",54.308611111111,26.82283333
702885,"г. Молодечно, ул. Волынца, 1",,"M, V, L","M, L",54.308333333333,26.85388889
702888,"г. Вилейка, ул. Чапаева, 26",,"M, V, L","M, L",54.484891666667,26.89395556
702891,"г. Заславль, Микрорайон 1-3",,"M, V, L","M, L",54.009555555556,27.26925
703011,"г. Минск, ТЦ ""Столица""",,"M, L",,53.8955466,27.5472566
704001,"г. Минск, ул. Каменногорская, в районе дома 33",,"M, V, L",M,53.915361111111,27.41558333
704002,"г. Минск, ул. Неманская,  в р-не д. 21-35",,"M, V, L","M, L",53.91256389,27.42684444
704003,"г. Минск, ул. Н.Орды, 30",,"M, V, L",M,53.845694444444,27.48786111
704006,"г. Минск, пр-т Незавимости, в р-не д. 180, 182",,"M, V, L",M,53.944786111111,27.693766666667
704008,"г. Минск, ул. Восточная, в р-не д. 42, 48",,"M, V, L",,53.936152,27.5965
704012,"г. Борисов, ул. Чаловской, 17а",,"M, V, L","M, L",54.230530555556,28.48616944
704013,"г. Минск, ул. Связистов, 6",,"M, V, L",M,53.9125,27.67388889
704024,"г. Минск, пр. Каролинский, 5",,"M, V, L","M, L",53.85733,27.48741
704028,"г. Минск, пр-т Пушкина, 24",,"M, V, L","M, L",53.902519444444,27.49733611
704036,"г. Минск, пр. Партизанский, 81",,"M, V, L","M, L",53.875944444444,27.62794444
704037,"г. Минск, пр-т Независимости, 65/6",,"M, V, L","M, L",53.920838888889,27.59118889
704041,п. Октябрьский,,"M, V, L",,54.04875,28.201416667
704044,"г. Минск, Логойский тракт, 22а, к. 1",,"M, V, L","M, L",53.946916666667,27.61541667
704046,"г. Минск, ул. 3-я Щорса, 9",,"M, V, L","M, L",53.883472222222,27.51183333
704052,"г. Минск, ул. Громова, д. 44, 46",,"M, V, L",,53.8517,27.43852
704054,"г. Минск, ул. Сухаревская, 28a",,"M, V, L",M,53.888305555556,27.43427778
704063,"г. Минск, ул. Одинцова, 105a",,"M, V, L",M,53.899444444444,27.42908333
704066,"г. Минск, ул. Короля, 2",,"M, V, L","M, L",53.900830555556,27.54641111
704068,"г. Минск, ул. Толбухина, 3",,"M, V, L",,53.925686111111,27.61283333
704069,"г. Минск, ул. Я.Мавра, 3Б",,"M, V, L",,53.904625,27.490738888889
704070,"г. Минск, ул. Хоружей, 6б",,"M, V, L","M, L",53.919061111111,27.57995833
704071,"г. Минск, ул. Седых, д.14г",,"M, V, L",,53.950488888889,27.62336667
704078,"г. Минск, тер. Национальный аэропорт «Минск», 14",,"M, V, L",M,53.886272222222,28.04959722
704083,"г. Минск, пр-т Рокоссовского, 4/3",,"M, V, L",,53.873111111111,27.59194444
704090,"г. Минск, ул. Нестерова, д.53 к1",,"M, V, L",,53.886444444444,27.686811111111
704094,"г. Минск, ул. Маяковского, р-н д. 100",,"M, V, L","M, L",53.87373361,27.568250443
704110,"Щомыслицкий с/c, Западный промузел ТЭЦ-4",,"M, V, L","M, L",53.873269444444,27.41628056
704115,"г. Минск, ул. Железнодорожная, 23/15",,"M, V, L",,53.87375,27.50394444
704118,"г. Минск, ул. Машерова, 78",,"M, V, L",M,53.912675,27.53260833
704119,"г. Минск, ул. Машиностроителей, 28/2-13",,"M, V, L","M, L",53.850722222222,27.66241667
704122,"г. Минск, ул. Ванеева, д. 40",,"M, V, L",M,53.875960057024,27.591400044859
704125,"д. Боровляны, ул. 40 лет Победы, 23",,"M, V, L",M,53.989391666667,27.67756389
704126,"трасса М2, г. Минск, Национальный аэропорт «Минск»",,"M, V, L",,53.970305555556,27.75236111
704128,"г. Минск, ул. Н.Орды, д. 11",,"M, V, L",,53.843202778,27.477775
704136,"г. Минск, ул. Фрунзе, 19",,"M, V, L",,53.903416666667,27.57847222
704137,"Минская обл., Смолевичский р-н, М2-2 а.д. М1/Е30 Брест-Минск-гр. РФ 388 км",,"M, V, L",,53.945788888889,27.98077778
704141,"г. Минск, ул. Кирова д.18",,"M, V, L","M, L",53.899511102832,27.566097112215
704143,"г. д. Колодищи, ул. Минская, д. 67",,"M, V, L",,53.94919,27.76167
704150,"г. Минск, ул. Ташкентская, 15",,"M, V, L",M,53.840555555556,27.62952778
704152,"г.Минск, Радужная, 27",,"M, L",,53.934742871,27.49360436
704170,"г. Минск, ул. Неманская, 37",,"M, V, L",M,53.914513888889,27.42423889
704174,"трасса М2, г. Минск, Национальный аэропорт «Минск»",,"M, V, L",,54.002666666667,27.83738889
704175,"Минская  обл., Смолевичский р-н, вдоль автодороги М2-Национальный аэропорт «Минск», 27,9 км",,"M, V, L",,53.999016666667,27.91410556
704178,"г. Минск, ул. Руссиянова, д. 9",,"M, V, L",M,53.93859,27.68483
704179,"г. Минск, ул. Якубова, д. 14",,"M, V, L",M,53.852111111111,27.597416666667
704180,"г. Минск, пр-т Любимова, в районе дома №41",,"M, V, L","M, L",53.863719444444,27.45446944
704181,"г. Молодечно, ул. Т. Дудко, 14",,"M, V, L",,54.298944030316,26.887182858726
704182,"Минская обл., Смолевичский р-н",,"M, V, L",,53.920041666667,27.992525
704188,"г. Минск, ул. Янковского, 35",,"M, V, L",M,53.880022222222,27.45119444
704189,"г. Минск, ул. Неманская, 75",,"M, V, L","M, L",53.925264,27.428114
704190,"г. Минск, ул. Налибокская, 28",,"M, V, L","M, L",53.930777777778,27.43397222
704198,"г. Минск, ул. Бурдейного, 53",,"M, V, L",M,53.903541666667,27.43786667
704200,"г. Минск, ул. Притыцкого, д. 105,109",,"M, V, L","M, L",53.907478,27.42622
704207,"г. Минск, ул. Каменногорская,  в р-не д. №86 и №96",,"M, V, L","M, L",53.93079,27.42595
704211,"г. Минск, пересечение пр. Независимости и ул. Фогеля",,"M, V, L",,53.961611111111,27.73388889
704213,"Новодворский с/с, 40/1, р-н д. Большое Стиклево",,"M, V, L",,53.862111111111,27.68605556
704215,"г. Минск, ул. Независимости, 96а",,"M, V, L",M,53.928041994145,27.62903588
704216,"г. Минск, пр-т Победителей, д. 49",,"M, V, L",,53.917202777778,27.53310556
704218,"г. Минск, пр-т Победителей - пер. Веснинка",,"M, V, L",M,53.940197222222,27.47113611
704219,"г. Минск, МКАД в р-не ул. Илимская",,"M, V, L",,53.896208048979,27.690621889581
704221,"г. Минск, ул. Слободская, 2",,"M, V, L",,53.8674,27.425425
704222,д. Сенница,,"M, V, L",M,53.821472222222,27.53077778
704223,"г. Минск, МКАД, поворот на Семково",,"M, V, L",,53.965888888889,27.46933333
704238,"г. Минск, тракт Долгиновский д. 188",,"M, V, L",M,53.96925,27.543094
704239,"г. Минск, ул. Одинцова, 47",,"M, V, L",,53.896833333333,27.44222222
704250,"г. Минск, 2-й пер.Тимошенко, 5",,"M, V, L",M,53.89565,27.46032
704251,"г. Минск, ул. Московская, 22",,"M, V, L","M, L",53.886444444444,27.53705556
704263,"г. Минск, ул. Ташкентская 19",,,M,53.843888888889,27.62833333
704273,"г. Минск, ул. Чечота, в р-не 42, 44",,"M, V, L","M, L",53.8475,27.48483333
704274,"г. Минск, ул. Победителей 20",,,M,53.93279,27.51088
704276,"г. Минск, ул. Чечота, д. 7",,"M, V, L",,53.848929,27.47905
704277,"г. Минск, ул. Каролинская, д. 14",,"M, V, L",,53.852963888889,27.49274722
704278,"г. Минск, ул. Ежи Гедройца, в р-не д.14,18",,"M, V, L",M,53.852388888889,27.48036111
704283,"г. Минск, ул. Кошевого, 30",,"M, V, L","M, L",53.884583333333,27.6025
704285,д. Богатырёво,,"M, V, L",M,53.844444444444,27.40880556
704286,"г. Минск, ул. Золотая, 9",,"M, V, L",,53.94070833,27.48893333
704287,"г. Минск, пр-т Независимости, д. 47",,"M, V, L",,53.913777,27.580154
704288,"г. Минск, ул. Притыцкого, 156",,"M, L",,53.908853,27.431984
704291,"г. Минск, в районе д.№3 к.4 и д.№3 к.5 по ул. Космонавтов",,"M, V, L",M,53.852055555556,27.47075
704292,"г. Минск, ул. Слободская, 167, 177",,"M, V, L",M,53.846034,27.466522
704293,"г. Минск, ул. Шпилевского , д. 57, 59",,"M, V, L",,53.845907,27.562308
704295,"г. Минск, ул. Игнатенко, д. 7",,"M, V, L",,53.91759,27.52393
704296,"г. Минск, ул. Рафиева / Голубева , д. 9 / 26-2",,"M, V, L",,53.86927,27.4659
704300,"г. Минск, ул. Рафиева, д. 89а",,"M, V, L",M,53.85931,27.44051
704301,"г.п. Мачулищи, ул. Аэродромная, 4а",,"M, V, L",,53.787472222222,27.58308333
704302,"г. Минск, ул. Тростенецкая, д. 4",,"M, V, L",M,53.88203,27.57788
704303,"г. Минск, Логойский тракт, 37",,"M, V, L",M,53.955619444444,27.62028056
704305,"г.п. Мачулищи , ул. Гвардейская, 22",,"M, V, L","M, L",53.780138888889,27.59605556
704310,"г. Минск, в в р-не Чичурина",,"M, V, L",M,53.920769,27.461924
704313,"г. Минск, МКАД, 19 км",,"M, V, L",,53.83962,27.49806
704315,д. Обчак,,"M, V, L",,53.809333333333,27.78877778
704317,"г. Минск, ул. Академика Федорова, в районе дома №5 и №11/1",,"M, V, L","M, L",53.885011111111,27.42738611
704324,"г. Минск, пр-т Дзержинского, д. 106",,"M, V, L",,53.858238888889,27.47598056
704334,"г. Минск, ул. К. Цеткин, д. 51А",,"M, V, L","M, L",53.90378,27.53249
704335,"г. Минск, в районе ул. Корженевского, 9,к2",,"M, V, L","M, L",53.85119444,27.50175278
704340,"г. Минск, пр-т Газеты ""Правда"" в р-не домов №5 и №9 и пр-т Дзержинского в р-не д. №80",,"M, V, L",,53.869138888889,27.48922222
704341,"г. Минск, в р-не Люцинская, 23,25",,"M, V, L",,53.93424,27.43308
704342,"г. Минск, в р-не Долгиновский тракт, 123 и пер.Ярошевичский, 5, 7",,"M, V, L",,53.954677,27.534645
704345,"г. Минск, пер. Корженевского, д. 26",,"M, V, L","M, L",53.85043,27.52669
